WORD,COUNT
empujó,1
artística,1
complement,1
ayud,1
tercer,1
secundaria,1
completar,1
transición,1
instalando,1
sigu,1
estudiando,1
dijist,1
intervención,1
anterior,1
hablast,1
hacerlo,1
erario,1
híper,1
completo,1
contención,1
compartir,1
chiquilín,1
juega,1
erróneament,1
creen,1
recuper,1
etapa,1
tardía,1
muchísimo,1
recuperarlo,1
importancia,1
caif,1
reconozco,1
crece,1
interna,1
intercambiar,1
planteó,1
enfoqu,1
balanc,1
civilizada,1
convocaban,1
juventud,1
aniversario,1
río,1
pedían,1
enchastr,1
descalificación,1
provocacion,1
pudiendo,1
darno,1
mano,1
final,1
hemo,1
emocionaba,1
imágen,1
compañera,1
organizaron,1
precandidata,1
dijeron,1
sentirs,1
representado,1
popular,1
transformar,1
fraternidad,1
sembrar,1
capaz,1
abolengo,1
vicepresidencia,1
agua,1
potabl,1
aprend,1
vecina,1
pudiera,1
acarrear,1
aljib,1
merendero,1
dejara,1
cena,1
suero,1
oral,1
lograr,1
gurí,1
muriera,1
deshidratado,1
aprendí,1
llega,1
cascot,1
pasar,1
entra,1
olla,1
gratuita,1
presta,1
humana,1
encuentro,1
puent,1
línea,1
legaron,1
misma,1
agradecimiento,1
cree,1
pensá,1
basta,1
distinto,1
honesto,1
ideal,1
conviccion,1
academia,1
afortunada,1
educarm,1
origen,1
podido,1
máximo,1
académica,1
doctorado,1
ponerlo,1
conocimiento,1
rico,1
precisament,1
estábamo,1
compañía,1
alemania,1
bélgica,1
francia,1
ganaba,1
guerra,1
verdad,1
soñó,1
europa,1
ordóñez,1
vivía,1
maelo,1
construyó,1
amabl,1
justo,1
convivía,1
armonía,1
educado,1
cívico,1
raíc,1
evocaba,1
suiza,1
tacita,1
plata,1
frontera,1
queda,1
lejo,1
sueñan,1
irs,1
afincado,1
tierra,1
vio,1
nacer,1
llegamo,1
dejarl,1
siglo,1
venimo,1
espíritu,1
transformador,1
optimista,1
batllismo,1
vuelva,1
vigor,1
frescura,1
vitalidad,1
herramienta,1
transformación,1
alejado,1
pido,1
entren,1
cancha,1
den,1
puntapié,1
inici,1
iniciar,1
histórico,1
vayan,1
gobernar,1
representar,1
empujar,1
newlin,1
at,1
end,1
of,1
file,1
